feature,total_freq,doc_freq,prevalence,entropy,entropy_norm,gini,idf_like,idf_norm,weighted_score,prior_mult,final_raw,variant_likelihood,label
d for u,3.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
d for δ,51.0,8.0,0.8,2.685392078684488,0.8083835658024809,0.49215686274509807,0.10536051565782635,0.04575749056067514,0.611998730720996,1.0,0.611998730720996,0.6619491437304557,variant
d for ϑ,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
d for ẏ,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
d inserted,16.0,6.0,0.6,2.3522170014624826,0.708087873750994,0.5875,0.3566749439387324,0.15490195998574316,0.55713226243561,1.0,0.55713226243561,0.584868955605127,reading
e deleted,41.0,8.0,0.8,2.49752015554313,0.7518284815938542,0.5536585365853658,0.10536051565782635,0.04575749056067514,0.6132353781289063,1.0,0.6132353781289063,0.6636075092630549,variant
e for a,68.0,9.0,0.9,3.0693999628373207,0.9239814575039428,0.28529411764705886,0.0,0.0,0.6173188937877504,1.0,0.6173188937877504,0.6690548432672939,variant
e for ai,11.0,6.0,0.6,2.4130884364257574,0.726412001554049,0.5545454545454545,0.3566749439387324,0.15490195998574316,0.5534746580227374,1.0,0.5534746580227374,0.5795308896960285,reading
e for aē,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
e for i,230.0,9.0,0.9,2.955625441992292,0.8897319139872922,0.3660869565217391,0.0,0.0,0.6289547176272579,1.0,0.6289547176272579,0.6843268487574318,variant
e for o,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
e for ē,63.0,9.0,0.9,2.4831439152416928,0.7475008020382481,0.5634920634920635,0.0,0.0,0.642748216382578,1.0,0.642748216382578,0.7019266466661152,variant
e for ī,13.0,3.0,0.3,1.2957378005380122,0.3900559444776144,0.7923076923076924,0.9162907318741551,0.3979400086720376,0.4602819104971323,1.0,0.4602819104971323,0.4407032272018329,reading
e for ō,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
e for ū,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
e for ə,16.0,8.0,0.8,2.952819531114783,0.8888872506480022,0.2875,0.10536051565782635,0.04575749056067514,0.5809604362461018,1.0,0.5809604362461018,0.6191077065132243,variant
e for ə̄,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
e inserted,125.0,9.0,0.9,2.171462187102721,0.6536752527680312,0.6376,0.0,0.0,0.6378188131920077,1.0,0.6378188131920077,0.6957017789514053,variant
f deleted,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
f for h,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
f for p,12.0,4.0,0.4,1.7841591278514217,0.537085414520966,0.7166666666666666,0.6931471805599453,0.30102999566398114,0.4985925196465053,1.0,0.4985925196465053,0.4978887920166581,reading
f for ẏ,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
f inserted,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
g deleted,4.0,4.0,0.4,2.0,0.6020599913279624,0.6,0.6931471805599453,0.30102999566398114,0.4856694971815877,1.0,0.4856694971815877,0.4785174793065947,reading
g for a,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
g for d,2.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
g for o,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
g for p,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
g for γ,2.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
g inserted,11.0,5.0,0.5,2.16264411804726,0.6510207494785012,0.6090909090909091,0.5108256237659907,0.22184874961635637,0.523305227084806,1.0,0.523305227084806,0.5349009914462672,reading
h deleted,144.0,9.0,0.9,3.1117232728629385,0.9367220433374398,0.22222222222222215,0.0,0.0,0.6047360663899155,1.0,0.6047360663899155,0.6521302986674951,variant
h for a,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
h for ai,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
h for au,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
h for g,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
h for i,2.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
h for m,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
h for v,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
h for δ,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
h inserted,53.0,9.0,0.9,2.818566441582356,0.8484730436881797,0.4433962264150943,0.0,0.0,0.6379673175258185,1.0,0.6379673175258185,0.6958903769819235,variant
i deleted,431.0,10.0,1.0,3.1619537876972554,0.9518429350002138,0.20208816705336438,-0.0953101798043249,-0.04139268515822505,0.6322738727396607,1.0,0.6322738727396607,0.6886130682743015,variant
i for a,208.0,9.0,0.9,3.0964856012011115,0.9321350471031509,0.2596153846153847,0.0,0.0,0.6129376079296339,1.0,0.6129376079296339,0.6632085606904672,variant
i for ai,7.0,5.0,0.5,2.1280852788913944,0.6406175022772587,0.6142857142857143,0.5108256237659907,0.22184874961635637,0.5220031165831966,1.0,0.5220031165831966,0.5329568219090579,reading
i for au,35.0,7.0,0.7,2.5858673024119985,0.7784236228327147,0.5,0.22314355131420976,0.0969100130080564,0.5791424076593872,1.0,0.5791424076593872,0.6165320931785665,variant
i for aē,11.0,4.0,0.4,1.9808259362290785,0.5962880229941411,0.6272727272727272,0.6931471805599453,0.30102999566398114,0.4910446869163142,1.0,0.4910446869163142,0.4865702613187451,reading
i for c,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for e,281.0,10.0,1.0,3.029110207601545,0.9118530326600143,0.31637010676156585,-0.0953101798043249,-0.04139268515822505,0.6508468820816613,1.0,0.6508468820816613,0.7119925894683109,variant
i for h,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ii,55.0,9.0,0.9,3.00759169045142,0.905375313535617,0.3363636363636363,0.0,0.0,0.6254347374748134,1.0,0.6254347374748134,0.679746796055654,variant
i for m,3.0,2.0,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.5228787452803376,0.42587379286130267,1.0,0.42587379286130267,0.3906079991485678,reading
i for n,4.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
i for o,4.0,2.0,0.2,0.8112781244591328,0.24421905028821556,0.85,1.2039728043259361,0.5228787452803376,0.42198657436410447,1.0,0.42198657436410447,0.3850706512780434,reading
i for r,3.0,2.0,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.5228787452803376,0.42587379286130267,1.0,0.42587379286130267,0.3906079991485678,reading
i for u,6.0,3.0,0.3,1.4591479170272448,0.43924729113581873,0.7666666666666667,0.9162907318741551,0.3979400086720376,0.466169490751427,1.0,0.466169490751427,0.44942775730928997,reading
i for y,9.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ā,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ą,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ą̇,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ē,14.0,6.0,0.6,2.3787834934861753,0.7160851847296934,0.5714285714285714,0.3566749439387324,0.15490195998574316,0.5551137330374276,1.0,0.5551137330374276,0.5819254055721459,reading
i for ī,13.0,7.0,0.7,2.7192945256669794,0.8185892192706187,0.423076923076923,0.22314355131420976,0.0969100130080564,0.5699530375380939,1.0,0.5699530375380939,0.6034158216710596,variant
i for ń,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ŋ,2.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
i for ō,2.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
i for ū,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ə,511.0,10.0,1.0,2.954710262525416,0.8894564175163467,0.3712328767123288,-0.0953101798043249,-0.04139268515822505,0.6589634207834352,1.0,0.6589634207834352,0.7218748361525619,variant
i for ə̄,7.0,5.0,0.5,2.1280852788913944,0.6406175022772587,0.6142857142857143,0.5108256237659907,0.22184874961635637,0.5220031165831966,1.0,0.5220031165831966,0.5329568219090579,reading
i for ̊,2.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
i for ϑ,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ạ,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i for ị,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
i inserted,437.0,10.0,1.0,3.096655082039239,0.9321860659191176,0.28123569794050346,-0.0953101798043249,-0.04139268515822505,0.6471465381911714,1.0,0.6471465381911714,0.7074185126154952,variant
ii deleted,22.0,8.0,0.8,2.9019469592513696,0.8735730805605433,0.3545454545454546,0.10536051565782635,0.04575749056067514,0.5938932573606007,1.0,0.5938932573606007,0.6372295170649176,variant
ii for a,3.0,2.0,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.5228787452803376,0.42587379286130267,1.0,0.42587379286130267,0.3906079991485678,reading
ii for ai,206.0,10.0,1.0,2.9551072354396672,0.8895759182710026,0.383495145631068,-0.0953101798043249,-0.04139268515822505,0.6620588632017839,1.0,0.6620588632017839,0.7255882877652984,variant
ii for e,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
ii for i,31.0,9.0,0.9,2.9780309901017126,0.8964766560375202,0.3516129032258065,0.0,0.0,0.6270223898158317,1.0,0.6270223898158317,0.6818169423934435,variant
ii for m,3.0,2.0,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.5228787452803376,0.42587379286130267,1.0,0.42587379286130267,0.3906079991485678,reading
ii for n,2.0,2.0,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.5228787452803376,0.42368931070804594,1.0,0.42368931070804594,0.38749263237107945,reading
ii for uu,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
ii for y,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
ii for āi,3.0,2.0,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.5228787452803376,0.42587379286130267,1.0,0.42587379286130267,0.3906079991485678,reading
ii for ōi,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
ii for š,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
ii inserted,23.0,8.0,0.8,2.818375827845116,0.8484156632356847,0.4130434782608696,0.10536051565782635,0.04575749056067514,0.6022284089582399,1.0,0.6022284089582399,0.6487092642423884,variant
j for a,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
j for c,10.0,6.0,0.6,2.5219280948873624,0.7591760034688151,0.48,0.3566749439387324,0.15490195998574316,0.5430292948650652,1.0,0.5430292948650652,0.5641878027060581,reading
j for z,3.0,2.0,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.5228787452803376,0.42587379286130267,1.0,0.42587379286130267,0.3906079991485678,reading
j inserted,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
k deleted,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
k for b,3.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
k for β,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m deleted,35.0,7.0,0.7,2.674614359852539,0.8051391491492317,0.46571428571428564,0.22314355131420976,0.0969100130080564,0.5772498606670878,1.0,0.5772498606670878,0.6138439461200146,variant
m for a,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for ai,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for e,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for i,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for n,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for s,2.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for u,4.0,2.0,0.2,0.8112781244591328,0.24421905028821556,0.85,1.2039728043259361,0.5228787452803376,0.42198657436410447,1.0,0.42198657436410447,0.3850706512780434,reading
m for ī,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for ɱ,4.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m for ϑ,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
m inserted,557.0,9.0,0.9,3.004575878543326,0.90446746369,0.3028725314183124,0.0,0.0,0.616834998777078,1.0,0.616834998777078,0.6684116624924399,variant
n deleted,29.0,8.0,0.8,2.625053839880556,0.790219946036961,0.5137931034482759,0.10536051565782635,0.04575749056067514,0.6128668859554105,1.0,0.6128668859554105,0.66311377410806,variant
n for c,3.0,2.0,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.5228787452803376,0.42587379286130267,1.0,0.42587379286130267,0.3906079991485678,reading
n for d,1.0,1.0,0.1,-0.0,-0.0,0.9,1.6094379124341003,0.6989700043360187,0.36484550065040283,1.0,0.36484550065040283,0.30769299363518715,reading
