app_id,stanza,lemma,app_relevance,mean_variant_likelihood,variant_rdgs,reading_rdgs
app-Y1.2-n-n,Y1.2,ńiuuaēδaiiemi.,meaningful,0.7390246646116266,72,0
app-Y1.2-9-9,Y1.2,ārmatə̄e.,meaningful,0.7390246646116266,72,0
app-Y1.2-13-13,Y1.2,tašne.,meaningful,0.7390246646116266,72,0
app-Y1.2-16-16,Y1.2,āϑre.,meaningful,0.7390246646116266,72,0
app-Y1.20-11-11,Y1.20,gaēϑiiaēibiiascā.,meaningful,0.7390246646116266,72,0
app-Y1.20-14-14,Y1.20,yesńiiāca.,meaningful,0.7390246646116266,72,0
app-Y1.21-n-1,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
app-Y1.21-4-5,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
app-Y1.21-7-7,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
app-Y1.21-9-9,Y1.21,hāuuane. aṣ̌āum. aṣ̌ahe. ratuuō. sāuuaŋhe. aṣ̌āum. aṣ̌ahe. ratuuō. rapiϑβina. aṣ̌āum. aṣ̌ahe. ratuuō. uzaiieirina. aṣ̌āum. aṣ̌ahe. ratuuō. aiβisrūϑrima. aibigaiia. aṣ̌āum. aṣ̌ahe. ratuuō. ušahina. aṣ̌āum. aṣ̌ahe. ratuuō.,meaningful,0.7390246646116266,72,0
