app_id,wit,lem,rdg,leading_punct_added,trailing_punct_added,cv_tail_absorbed
apparatus_multi_Y9_10mss.v3__app-Y9.11a-0-1,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11c-1-2,#ms0400,upairi.,uaēpaiia.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11c-3-4,#ms0400,aiiaŋha.,naiiata.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11d-4-5,#ms0060,hō.,haō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11d-5-6,#ms0400,mairiiō.,m. upairi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11e-0-1,#ms0006,frąš.,frąšai,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11e-0-1,#ms0008,frąš.,frąšai,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11e-0-1,#ms0015,frąš.,frąšai,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11e-1-2,#ms0400,aiiaŋhō.,mairiiō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11e-4-5,#ms0083,āpəm.,.āpəm.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.11e-4-5,#ms0400,āpəm.,ā. rapi,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11f-0-1,#ms0005,parąš.,parąšta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11f-0-1,#ms0006,parąš.,prąšta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11f-0-1,#ms0008,parąš.,prąšta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11f-0-1,#ms0060,parąš.,parąšta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.11f-1-2,#ms0006,tarštō.,štaršta.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-8-9,#ms0005,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-8-9,#ms0008,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-8-9,#ms0015,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-8-9,#ms0060,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-8-9,#ms0088,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-8-9,#ms0400,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-8-9,#ms0410,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-10-11,#ms0005,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-10-11,#ms0008,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-10-11,#ms0015,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-10-11,#ms0060,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-10-11,#ms0083,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-10-11,#ms0088,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-10-11,#ms0400,ərənāuui.,ərənāuua.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-12-13,#ms0005,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-12-13,#ms0008,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-12-13,#ms0015,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-12-13,#ms0060,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-12-13,#ms0088,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-12-13,#ms0400,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-12-13,#ms0410,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.12a-14-15,#ms0005,āiiaptəm.,.āiiaptəm.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.13b-7-8,#ms0083,hā.,hmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-8-9,#ms0005,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-8-9,#ms0008,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-8-9,#ms0015,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-8-9,#ms0060,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-8-9,#ms0088,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-8-9,#ms0400,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-8-9,#ms0410,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-10-11,#ms0006,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-10-11,#ms0008,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-10-11,#ms0015,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-10-11,#ms0060,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-10-11,#ms0083,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-10-11,#ms0088,ərənāuui.,ərənāuue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-10-11,#ms0400,ərənāuui.,ərənāuua.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-12-13,#ms0005,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-12-13,#ms0008,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-12-13,#ms0015,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-12-13,#ms0060,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-12-13,#ms0088,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-12-13,#ms0400,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13b-12-13,#ms0410,aɱāi.,ahmāi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.13c-8-9,#ms0088,pourušaspahe.,.paourušaspahe.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.13c-9-10,#ms0015,vīdaēuuō.,vīdaēuuo.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-1-2,#ms0006,airiiene.,airiieni.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-1-2,#ms0008,airiiene.,airiieni.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0005,vaējahi.,vījahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0006,vaējahi.,vījahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0008,vaējahi.,vaējahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0015,vaējahi.,vījahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0060,vaējahi.,vūjahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0083,vaējahi.,vījahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0088,vaējahi.,vījahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0400,vaējahi.,vaejahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14a-2-3,#ms0410,vaējahi.,vaējahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14b-1-2,#ms0008,xraōždiiehiia.,xraōždaiiehiiā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14b-1-2,#ms0015,xraōždiiehiia.,xraōždaiiehe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14b-1-2,#ms0400,xraōždiiehiia.,xraoždaiiehiiā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14b-1-2,#ms0410,xraōždiiehiia.,xraoždiiehiiā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14b-2-3,#ms0006,frasrūiti.,frasrīite.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14b-2-3,#ms0015,frasrūiti.,frasrīite.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.14b-2-3,#ms0088,frasrūiti.,frasrīite.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15a-1-2,#ms0060,zəmargūzō.,zəmar.gūzaō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15a-3-4,#ms0005,vīspe.,vīspa.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15a-13-14,#ms0005,zəmā.,.zəmā.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.15a-13-14,#ms0083,zəmā.,.zəmā.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.15b-0-1,#ms0400,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-0-1,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-2-3,#ms0400,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-2-3,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-4-5,#ms0400,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-4-5,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-6-7,#ms0400,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-6-7,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-8-9,#ms0400,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.15b-8-9,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.16a-2-3,#ms0060,zaraϑuštrō.,zaraϑuštraō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.16c-1-2,#ms0006,dātō.,.dātō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.16f-1-2,#ms0005,xᵛarəṇte.,xᵛarəṇtī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.16f-1-2,#ms0006,xᵛarəṇte.,xᵛarəṇtī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.16f-1-2,#ms0008,xᵛarəṇte.,xᵛarəṇtī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.16f-1-2,#ms0015,xᵛarəṇte.,xᵛarəṇtī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17a-1-2,#ms0005,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.17a-1-2,#ms0015,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.17a-1-2,#ms0060,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.17a-1-2,#ms0088,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.17a-1-2,#ms0400,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.17a-1-2,#ms0410,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.17a-2-3,#ms0005,zāire.,zāiri.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17a-2-3,#ms0006,zāire.,zāiri.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17a-2-3,#ms0008,zāire.,zāiri.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17a-2-3,#ms0015,zāire.,zāiri.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17a-2-3,#ms0060,zāire.,zāiri.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17a-2-3,#ms0088,zāire.,zāiri.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17a-2-3,#ms0410,zāire.,zāiri.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17e-1-2,#ms0005,aōjō.,.aōjō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.17f-4-5,#ms0060,vasō.xšaϑrō.,vasō.xšϑraō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17f-5-6,#ms0006,fracarāne.,fracaranē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17f-5-6,#ms0008,fracarāne.,fracarānē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.17f-5-6,#ms0015,fracarāne.,fracarānē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.18a-3-4,#ms0015,tauruuaiieni.,tauruuaiiəne.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.18c-1-2,#ms0083,bizaṇgranąm.,mairiianąmca.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.18c-3-4,#ms0083,bizaṇgranąm.,mairiianąmca.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.18d-2-3,#ms0008,dauuąiϑiiā̊.,dauuąniϑiiā,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.18d-3-4,#ms0008,patąiϑiiā̊.,patąniϑiiā,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.18d-3-4,#ms0060,patąiϑiiā̊.,paϑąiϑiiā..,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.18d-3-4,#ms0083,patąiϑiiā̊.,.aińikaiiā̊.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.19a-5-6,#ms0008,jaiδiiemi.,jaiδiiama.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0005,aiŋ́hā̊sə.,aŋ́hā̊səta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0006,aiŋ́hā̊sə.,aŋ́hā̊̊sa.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0008,aiŋ́hā̊sə.,aŋ́hā̊sa.ta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0015,aiŋ́hā̊sə.,aŋ́hā̊s.ta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0060,aiŋ́hā̊sə.,aŋ́hā̊se.ta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0083,aiŋ́hā̊sə.,aŋ́hā̊se.ta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0088,aiŋ́hā̊sə.,aŋ́hā̊se.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0400,aiŋ́hā̊sə.,aŋ́hā̊.se.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-8-9,#ms0410,aiŋ́hā̊sə.,aŋ́hā̊sə.ta,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.19b-9-10,#ms0006,tanuuō.,.tanuuō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.19b-9-10,#ms0008,tanuuō.,.tanuuō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.19b-9-10,#ms0015,tanuuō.,.tanuuō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.19b-9-10,#ms0060,tanuuō.,.tanuuō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.19b-9-10,#ms0083,tanuuō.,.tanuuō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.19b-9-10,#ms0410,tanuuō.,.tanuuō.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.20a-8-9,#ms0005,aēšō.,aēšā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-8-9,#ms0060,aēšō.,aēšā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-8-9,#ms0410,aēšō.,aēšo.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-12-13,#ms0006,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-12-13,#ms0008,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-12-13,#ms0015,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-12-13,#ms0060,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-12-13,#ms0400,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20a-12-13,#ms0410,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20b-6-7,#ms0015,dūraōša.,haōma.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20b-7-8,#ms0060,yaϑa.,yaϑā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20b-8-9,#ms0005,vərəϑrajā̊.,vərəϑrajā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20b-10-11,#ms0008,fraxštāne.,fraxštā nē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20b-11-12,#ms0006,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20b-11-12,#ms0008,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.20b-11-12,#ms0060,zəmā.,zəmā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21a-2-3,#ms0088,xštūm.,.xštīm.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.21a-13-14,#ms0008,būiδiiōimaiδe.,bīiδiiōi.maiδi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0005,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0006,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0008,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0015,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0060,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0083,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0088,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-0-1,#ms0410,mā.,māci,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-1-2,#ms0400,ciš.,.ciš.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.21b-2-3,#ms0015,pauruuō.,paōuruua,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-5-6,#ms0005,vīspə̄.,vīspe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-5-6,#ms0060,vīspə̄.,vīspe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-5-6,#ms0083,vīspə̄.,vīspe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-5-6,#ms0088,vīspə̄.,vīspē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-5-6,#ms0400,vīspə̄.,vīspē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-5-6,#ms0410,vīspə̄.,vīspē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.21b-7-8,#ms0008,būiδiiōimaiδe.,baēiδiiōi.maiδi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-0-1,#ms0006,haōmō.,haōma.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-0-1,#ms0008,haōmō.,haōma.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-2-3,#ms0015,yōi.,.yōi.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.22a-2-3,#ms0410,yōi.,ẏōi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-4-5,#ms0060,hita.,hiϑa.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-4-5,#ms0083,hita.,hitā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-5-6,#ms0005,taxšəṇti.,taxšəṇte.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-5-6,#ms0008,taxšəṇti.,taxšəṇte.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-5-6,#ms0410,taxšəṇti.,taxšəṇte.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22a-9-10,#ms0410,baxšaiti.,baxšaite.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22b-1-2,#ms0006,āzīzanāitibiš.,āzīzanāite.bi,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22b-1-2,#ms0008,āzīzanāitibiš.,āzīzanāiti.bi,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22b-1-2,#ms0015,āzīzanāitibiš.,āzīzināiti.bi,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22b-1-2,#ms0088,āzīzanāitibiš.,āzīzanāite. bi,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-2-3,#ms0400,yōi.,ẏōi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-5-6,#ms0005,ā̊ŋhəṇte.,ā̊ŋhəṇti.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-5-6,#ms0006,ā̊ŋhəṇte.,ā̊ŋhaṇtī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-5-6,#ms0008,ā̊ŋhəṇte.,ā̊ŋhaṇtī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-5-6,#ms0015,ā̊ŋhəṇte.,ā̊ŋhəṇti.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-5-6,#ms0060,ā̊ŋhəṇte.,ā̊ŋhəṇti.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-5-6,#ms0400,ā̊ŋhəṇte.,ā̊ŋhiṇti.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-5-6,#ms0410,ā̊ŋhəṇte.,ā̊ŋhiṇti.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.22c-8-9,#ms0400,baxšaiti.,baxšaite.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-2-3,#ms0006,yā̊.,yā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-2-3,#ms0008,yā̊.,yā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-2-3,#ms0088,yā̊.,yā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-2-3,#ms0410,yā̊.,ẏā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-4-5,#ms0006,ā̊ŋhaire.,ā̊ŋhairi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-4-5,#ms0008,ā̊ŋhaire.,ā̊ŋhairi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-4-5,#ms0088,ā̊ŋhaire.,ā̊ŋhairi.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-9-10,#ms0005,baxšaiti.,baxšaite.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-9-10,#ms0015,baxšaiti.,baxšaite.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-10-11,#ms0008,mošu.,mušō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-10-11,#ms0015,mošu.,mušō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-10-11,#ms0060,mošu.,mošō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.23a-10-11,#ms0088,mošu.,mušō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24a-6-7,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24b-0-1,#ms0400,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24b-0-1,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24b-3-4,#ms0083,mē.,me.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24b-7-8,#ms0005,vərəiδiiē.,vərəiδiiī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24b-7-8,#ms0060,vərəiδiiē.,vərəδiiī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24b-8-9,#ms0015,daiŋ́hauua.,daŋ́hauue.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.24c-5-6,#ms0006,vīspə̄.,vīspē.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-0-1,#ms0015,ušta.,uštatī.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-1-2,#ms0005,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.25a-1-2,#ms0060,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.25a-1-2,#ms0400,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.25a-1-2,#ms0410,tē.,.tē.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.25a-2-3,#ms0400,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-2-3,#ms0410,yō.,ẏō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-3-4,#ms0006,xᵛā.,xᵛā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-3-4,#ms0008,xᵛā.,xᵛā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-3-4,#ms0015,xᵛā.,xᵛā̊.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-3-4,#ms0410,xᵛā.,x́ā.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-4-5,#ms0083,aōjaŋha.,.aōjaŋha.,1,0,0
apparatus_multi_Y9_10mss.v3__app-Y9.25a-5-6,#ms0060,vasō.xšaϑrō.,vasō.xšaϑraō.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-6-7,#ms0005,ahi.,ahe.,0,0,1
apparatus_multi_Y9_10mss.v3__app-Y9.25a-6-7,#ms0006,ahi.,ahe.,0,0,1
